SOEM (Simple Open EtherCAT Master)
Simple test
Starting Controller
ec_init on eno3 succeeded.
1 slaves found and configured.
Configuring DC. Should be in PRE-OP. State: PRE_OP
Found slaves with DC.
Slaves mapped, state to SAFE_OP... State: SAFE_OP
Calculated workcounter 3
Synccount needs to reach : 125

WKC:  2 DCTime:      2903417024, DiffInDC: 2903417024, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2911603264, DiffInDC:   8186240, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2919558584, DiffInDC:   7955320, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2927543545, DiffInDC:   7984961, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2935544504, DiffInDC:   8000959, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2943537304, DiffInDC:   7992800, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2951542424, DiffInDC:   8005120, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2959574424, DiffInDC:   8032000, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2967604904, DiffInDC:   8030480, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2975583544, DiffInDC:   7978640, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2983582424, DiffInDC:   7998880, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:        25688689, DiffInDC:   8034000, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:        33649008, DiffInDC:   7960319, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:        41644128, DiffInDC:   7995120, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:        49652928, DiffInDC:   8008800, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:        57631568, DiffInDC:   7978640, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:        65629088, DiffInDC:   7997520, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:        73636209, DiffInDC:   8007121, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:        81671088, DiffInDC:   8034879, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:        89660449, DiffInDC:   7989361, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:        97623568, DiffInDC:   7963119, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       105603408, DiffInDC:   7979840, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       113592369, DiffInDC:   7988961, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       121591488, DiffInDC:   7999119, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       129588368, DiffInDC:   7996880, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       137586888, DiffInDC:   7998520, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       145647448, DiffInDC:   8060560, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       153570168, DiffInDC:   7922720, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       161600168, DiffInDC:   8030000, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       169560248, DiffInDC:   7960080, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       177552969, DiffInDC:   7992721, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       185619448, DiffInDC:   8066479, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       193559128, DiffInDC:   7939680, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       201541528, DiffInDC:   7982400, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       209535368, DiffInDC:   7993840, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       217528648, DiffInDC:   7993280, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       225578568, DiffInDC:   8049920, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       233588648, DiffInDC:   8010080, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       241557848, DiffInDC:   7969200, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       249512808, DiffInDC:   7954960, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       257570328, DiffInDC:   8057520, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       265505849, DiffInDC:   7935521, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       273513248, DiffInDC:   8007399, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       281545488, DiffInDC:   8032240, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       289490128, DiffInDC:   7944640, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       297487488, DiffInDC:   7997360, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       305483168, DiffInDC:   7995680, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       313515728, DiffInDC:   8032560, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       321487328, DiffInDC:   7971600, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       329515009, DiffInDC:   8027681, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       337513488, DiffInDC:   7998479, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       345476288, DiffInDC:   7962800, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       353504848, DiffInDC:   8028560, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       361487248, DiffInDC:   7982400, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       369456928, DiffInDC:   7969680, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       377445728, DiffInDC:   7988800, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       385440768, DiffInDC:   7995040, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       393470768, DiffInDC:   8030000, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       401485128, DiffInDC:   8014360, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       409501929, DiffInDC:   8016801, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       417425928, DiffInDC:   7923999, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       425476248, DiffInDC:   8050320, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       433430488, DiffInDC:   7954240, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       441447768, DiffInDC:   8017280, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       449410248, DiffInDC:   7962480, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       457461368, DiffInDC:   8051120, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       465471288, DiffInDC:   8009920, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       473398329, DiffInDC:   7927041, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       481448088, DiffInDC:   8049759, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       489390568, DiffInDC:   7942480, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       497406329, DiffInDC:   8015761, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       505444968, DiffInDC:   8038639, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       513378968, DiffInDC:   7934000, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       521375609, DiffInDC:   7996641, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       529387448, DiffInDC:   8011839, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       537371328, DiffInDC:   7983880, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       545414288, DiffInDC:   8042960, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       553411408, DiffInDC:   7997120, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       561359168, DiffInDC:   7947760, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       569357168, DiffInDC:   7998000, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       577353568, DiffInDC:   7996400, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       585404768, DiffInDC:   8051200, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       593390528, DiffInDC:   7985760, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       601342208, DiffInDC:   7951680, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       609389008, DiffInDC:   8046800, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       617377008, DiffInDC:   7988000, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       625383569, DiffInDC:   8006561, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       633330528, DiffInDC:   7946959, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       641336768, DiffInDC:   8006240, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       649338448, DiffInDC:   8001680, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       657314289, DiffInDC:   7975841, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       665359048, DiffInDC:   8044759, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       673329209, DiffInDC:   7970161, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       681311768, DiffInDC:   7982559, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       689346408, DiffInDC:   8034640, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       697363128, DiffInDC:   8016720, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       705344489, DiffInDC:   7981361, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       713302088, DiffInDC:   7957599, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       721299848, DiffInDC:   7997760, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       729296328, DiffInDC:   7996480, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       737293528, DiffInDC:   7997200, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       745301848, DiffInDC:   8008320, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       753324569, DiffInDC:   8022721, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       761287048, DiffInDC:   7962479, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       769341448, DiffInDC:   8054400, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       777290488, DiffInDC:   7949040, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       785277688, DiffInDC:   7987200, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       793342408, DiffInDC:   8064720, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       801273889, DiffInDC:   7931481, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       809263249, DiffInDC:   7989360, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       817303888, DiffInDC:   8040639, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       825319328, DiffInDC:   8015440, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       833303808, DiffInDC:   7984480, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       841332288, DiffInDC:   8028480, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       849298209, DiffInDC:   7965921, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       857327568, DiffInDC:   8029359, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       865304448, DiffInDC:   7976880, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       873290288, DiffInDC:   7985840, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       881299888, DiffInDC:   8009600, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       889302129, DiffInDC:   8002241, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       897315728, DiffInDC:   8013599, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       905280449, DiffInDC:   7964721, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       913292448, DiffInDC:   8011999, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       921291808, DiffInDC:   7999360, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       929303448, DiffInDC:   8011640, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       937271528, DiffInDC:   7968080, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       945266888, DiffInDC:   7995360, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       953219688, DiffInDC:   7952800, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       961265049, DiffInDC:   8045361, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       969237288, DiffInDC:   7972239, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       977266808, DiffInDC:   8029520, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       985216168, DiffInDC:   7949360, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:       993210808, DiffInDC:   7994640, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1001212729, DiffInDC:   8001921, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1009225768, DiffInDC:   8013039, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1017209848, DiffInDC:   7984080, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1025203688, DiffInDC:   7993840, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1033256649, DiffInDC:   8052961, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1041239288, DiffInDC:   7982639, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1049212408, DiffInDC:   7973120, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1057200088, DiffInDC:   7987680, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1065231489, DiffInDC:   8031401, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1073214449, DiffInDC:   7982960, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1081208049, DiffInDC:   7993600, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1089191568, DiffInDC:   7983519, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1097189729, DiffInDC:   7998161, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1105203568, DiffInDC:   8013839, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1113224928, DiffInDC:   8021360, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1121199249, DiffInDC:   7974321, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1129237169, DiffInDC:   8037920, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1137181969, DiffInDC:   7944800, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1145225408, DiffInDC:   8043439, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1153178368, DiffInDC:   7952960, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1161171648, DiffInDC:   7993280, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1169175888, DiffInDC:   8004240, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1177168368, DiffInDC:   7992480, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1185172369, DiffInDC:   8004001, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1193217448, DiffInDC:   8045079, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1201169688, DiffInDC:   7952240, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1209218248, DiffInDC:   8048560, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1217180169, DiffInDC:   7961921, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1225216169, DiffInDC:   8036000, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1233162649, DiffInDC:   7946480, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1241212408, DiffInDC:   8049759, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1249159528, DiffInDC:   7947120, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1257152328, DiffInDC:   7992800, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1265155928, DiffInDC:   8003600, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1273148008, DiffInDC:   7992080, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1281153289, DiffInDC:   8005281, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1289184169, DiffInDC:   8030880, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1297206488, DiffInDC:   8022319, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1305201369, DiffInDC:   7994881, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1313147688, DiffInDC:   7946319, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1321226129, DiffInDC:   8078441, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1329159728, DiffInDC:   7933599, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1337203248, DiffInDC:   8043520, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1345154528, DiffInDC:   7951280, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1353139088, DiffInDC:   7984560, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1361132608, DiffInDC:   7993520, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1369181408, DiffInDC:   8048800, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1377187808, DiffInDC:   8006400, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1385135408, DiffInDC:   7947600, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1393202848, DiffInDC:   8067440, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1401145488, DiffInDC:   7942640, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1409184128, DiffInDC:   8038640, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1417128128, DiffInDC:   7944000, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1425178208, DiffInDC:   8050080, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1433126368, DiffInDC:   7948160, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1441173489, DiffInDC:   8047121, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1449124609, DiffInDC:   7951120, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1457167368, DiffInDC:   8042759, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
